InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV504518,SPO0495,Professional Pink Basketball,4,2024-04-08 16:43:00,144.9,10074,Brazil
INV504519,AUT0155,HP Orange Car Phone Mount,5,2022-11-15 11:51:00,216.85,11322,Spain
INV504520,HEA0117,HP Silver Vitamins,6,2022-08-05 11:27:00,82.78,10022,Sweden
INV504521,ELE0444,Luxury Gold Smartphone,5,2023-11-14 18:00:00,1077.69,11905,Mexico
INV504522,HOM0150,Samsung White Plant Pot,10,2020-09-21 15:11:00,640.65,11778,Japan
INV504523,SPO0030,Basic Large Fishing Rod,4,2020-08-29 15:35:00,382.92,11053,South Korea
INV504524,HEA0420,Samsung Red Conditioner,7,2024-07-03 12:15:00,10.43,11780,France
INV504525,BOO0486,Sony Orange Technology Book,8,2024-03-04 16:20:00,11.44,11515,South Korea
INV504526,AUT0320,Kitchenaid Bluetooth Adapter,5,2021-06-18 12:56:00,198.76,11529,United States
INV504527,HOM0283,Google Garden Tools,10,2021-10-08 19:37:00,44.87,10086,Singapore
INV504528,HOM0013,HP Chair,3,2023-07-05 08:29:00,121.63,10442,Japan
INV504529,SPO0455,Kitchenaid Gray Football,1,2024-09-26 19:52:00,285.15,11283,United Kingdom
INV504530,HOM0080,Panasonic Wardrobe,10,2024-05-18 08:07:00,222.6,10701,United States
INV504531,OFF0186,Nikon Purple Desk Organizer,1,2020-09-23 17:38:00,91.79,11523,United States
INV504532,TOY0319,Adidas Mini Toy Car,4,2021-03-24 08:38:00,17.03,11349,Netherlands
INV504533,OFF0457,Dell Tape,4,2022-01-03 14:22:00,91.38,11685,China
INV504534,TOY0497,Nikon Craft Kit,4,2020-03-01 15:38:00,116.49,10543,India
INV504535,KIT0304,Panasonic Compact Oven,6,2021-07-17 20:50:00,302.2,11317,Singapore
INV504536,TOY0031,Amazon Card Game,8,2021-03-02 10:01:00,42.38,11724,Norway
INV504537,AUT0075,Standard Bluetooth Adapter,10,2022-01-01 11:05:00,167.22,10241,Singapore
INV504538,KIT0500,Generic Green Mixer,10,2020-02-15 12:08:00,306.72,11144,Germany
INV504539,HEA0041,Canon Standard Nail Polish,9,2020-10-13 19:02:00,140.42,10411,Singapore
INV504540,OFF0355,Budget Pink Tape,9,2020-09-15 20:58:00,18.68,11553,China
INV504541,AUT0155,HP Orange Car Phone Mount,2,2024-05-20 19:02:00,216.85,10114,China
INV504542,TOY0122,Bosch Green Card Game,13,2021-12-10 12:33:00,71.73,11161,Canada
INV504543,TOY0363,Nikon Brown Stuffed Animal,9,2022-01-05 15:48:00,67.22,10590,China
INV504544,KIT0249,Google Standard Blender,4,2023-04-16 20:33:00,217.23,11689,Spain
INV504545,AUT0384,HP Orange Tire Pressure Gauge,6,2023-07-30 18:20:00,176.5,11928,Mexico
INV504546,FAS0270,Budget Max Belt,6,2024-10-23 09:34:00,43.42,10485,Germany
INV504547,KIT0249,Google Standard Blender,4,2024-04-15 16:55:00,217.23,10322,Netherlands
INV504548,HOM0224,Sony Blue Storage Box,18,2023-04-16 13:55:00,763.43,10283,Denmark
INV504549,BOO0051,LG Health Book,3,2024-11-18 13:23:00,37.7,11960,South Korea
INV504550,AUT0240,Adidas Orange Car Accessories,9,2024-05-23 16:42:00,122.11,11325,India
INV504551,HEA0041,Canon Standard Nail Polish,6,2023-04-26 08:15:00,140.42,11483,Italy
INV504552,HOM0480,Target Wardrobe,10,2022-05-16 19:46:00,113.7,10110,Mexico
INV504553,FAS0426,Samsung Black Shorts,5,2021-06-20 19:32:00,117.47,11746,South Korea
INV504554,ELE0199,Adidas Smart Home Device,6,2020-01-31 19:48:00,1397.65,10929,Belgium
INV504555,BOO0263,Apple Orange Business Book,10,2024-02-23 09:56:00,27.59,10603,Mexico
INV504556,SPO0433,LG Blue Swimming Goggles,1,2022-11-11 17:08:00,351.53,11461,Belgium
INV504557,HOM0131,Nike Blanket,5,2020-03-25 11:58:00,54.73,11341,South Korea
INV504558,FAS0014,Apple XL Boots,7,2023-05-04 13:22:00,153.28,10681,Spain
INV504559,HEA0181,Nikon Pink Perfume,4,2022-01-24 13:32:00,138.65,11606,China
INV504560,OFF0040,HP Notebook,9,2024-03-29 19:08:00,54.49,11047,Italy
INV504561,KIT0079,Walmart Ultra Knife Set,6,2021-09-06 15:49:00,185.94,11360,Denmark
INV504562,TOY0232,Microsoft Silver Art Supplies,8,2021-07-10 13:36:00,22.95,11713,Brazil
INV504563,AUT0093,Walmart Mini Seat Covers,2,2020-09-15 11:32:00,150.91,11790,Canada
INV504564,HOM0076,Bosch Pro Mattress,10,2024-07-21 20:15:00,730.86,10917,South Korea
INV504565,KIT0306,Nikon Deluxe Can Opener,1,2020-02-04 15:03:00,411.48,10989,India
INV504566,HOM0146,Adidas Table,6,2023-05-13 12:35:00,451.63,11456,South Korea
INV504567,KIT0159,Nike Dishwasher,7,2022-08-03 12:59:00,180.26,11705,Australia
INV504568,SPO0433,LG Blue Swimming Goggles,7,2022-05-23 10:12:00,351.53,11474,Australia
INV504569,HOM0289,Target Red Sofa,7,2023-09-11 15:07:00,110.97,11389,Belgium
INV504570,KIT0169,Bosch Silver Can Opener,4,2021-12-04 08:59:00,327.31,10316,United States
INV504571,OFF0398,Nike Sticky Notes,8,2021-06-23 17:46:00,17.0,10346,United States
INV504572,ELE0011,Microsoft Gold Smart Home Device,2,2024-05-21 10:58:00,533.52,11621,Brazil
INV504573,KIT0079,Walmart Ultra Knife Set,8,2022-03-24 13:12:00,185.94,11589,Singapore
INV504574,BOO0033,Luxury Health Book,33,2020-08-19 19:40:00,37.36,11650,Canada
INV504575,OFF0142,Sony Green Highlighter,1,2020-04-24 13:18:00,63.7,10414,South Korea
INV504576,BOO0187,Standard Blue Art Book,4,2024-06-06 12:22:00,40.5,11967,Sweden
INV504577,TOY0319,Adidas Mini Toy Car,33,2022-06-10 20:11:00,17.03,10729,Australia
INV504578,FAS0063,Sony Shoes,9,2023-09-20 11:13:00,197.8,11963,Singapore
INV504579,SPO0407,Nike Black Hiking Boots,40,2023-12-03 20:26:00,240.6,10764,Denmark
INV504580,HEA0261,Luxury Serum,10,2021-12-30 20:00:00,59.75,10850,Canada
INV504581,BOO0412,Philips Green Science Book,2,2020-03-02 16:26:00,17.53,10618,India
INV504582,HEA0368,Dell Standard Makeup,4,2020-06-11 15:05:00,84.01,11555,Italy
INV504583,OFF0467,Basic White Eraser,8,2023-02-19 13:49:00,81.12,10759,Netherlands
INV504584,BOO0048,Professional Pink Biography,10,2022-07-24 17:14:00,36.52,10325,Denmark
INV504585,BOO0201,Premium Non-Fiction Book,1,2024-05-13 17:43:00,31.17,10457,Australia
INV504586,KIT0125,Generic Compact Blender,7,2020-03-14 16:36:00,488.45,11978,Germany
INV504587,ELE0494,Bosch Pro Cable,9,2023-01-23 13:41:00,893.21,11958,Japan
INV504588,HOM0013,HP Chair,12,2022-01-24 13:50:00,121.63,11392,Sweden
INV504589,HOM0283,Google Garden Tools,2,2020-07-09 09:23:00,44.87,11562,Singapore
INV504590,AUT0105,Walmart Tool Kit,3,2022-04-11 12:03:00,142.87,11723,Japan
INV504591,KIT0313,Google Refrigerator,4,2023-12-20 11:36:00,146.24,10068,South Korea
INV504592,KIT0125,Generic Compact Blender,1,2021-01-13 08:42:00,488.45,10888,Australia
INV504593,AUT0456,Samsung Compact Motor Oil,9,2023-07-27 15:33:00,216.07,11371,Spain
INV504594,ELE0484,Amazon Blue Cable,2,2023-02-20 16:39:00,1023.74,10348,Mexico
INV504595,TOY0271,IKEA Standard Baby Toy,8,2022-11-30 09:48:00,65.08,10433,Japan
INV504596,AUT0212,Professional Air Freshener,7,2022-04-07 11:47:00,212.34,11549,Belgium
INV504597,AUT0140,Basic Car Vacuum,3,2024-02-22 08:34:00,117.76,11807,Sweden
INV504598,OFF0154,IKEA Pro Sticky Notes,2,2021-01-15 12:11:00,46.63,10477,Denmark
INV504599,FAS0393,Walmart Boots,5,2022-09-11 12:09:00,97.81,11522,Denmark
INV504600,TOY0418,Luxury Art Supplies,5,2024-10-03 08:16:00,156.63,11491,South Korea
INV504601,HEA0332,Generic Lipstick,3,2024-04-08 15:38:00,81.5,10949,Italy
INV504602,HEA0223,IKEA White Foundation,8,2023-05-01 20:41:00,47.07,11681,Japan
INV504603,HOM0266,Panasonic Max Storage Box,9,2022-08-29 15:52:00,486.04,10671,Germany
INV504604,AUT0155,HP Orange Car Phone Mount,10,2020-12-11 12:24:00,216.85,11751,Canada
INV504605,KIT0229,Walmart Measuring Cup,5,2021-06-10 14:52:00,84.68,11079,United Kingdom
INV504606,ELE0112,Walmart White Smart TV,46,2023-06-16 19:21:00,724.37,11249,Denmark
INV504607,BOO0048,Professional Pink Biography,6,2024-07-12 14:25:00,36.52,10511,France
INV504608,FAS0335,Cuisinart Pink Sneakers,10,2021-07-25 08:09:00,202.95,10637,Brazil
INV504609,KIT0194,Sony Compact Food Processor,10,2024-04-03 08:54:00,268.2,11284,Japan
INV504610,ELE0481,Generic Large Smart Watch,7,2021-07-03 20:37:00,1168.18,11138,Singapore
INV504611,HOM0200,Budget Outdoor Furniture,9,2020-05-10 09:42:00,772.81,10796,Italy
INV504612,HOM0094,Apple Green Mirror,10,2024-05-19 20:09:00,534.61,11102,Mexico
INV504613,AUT0341,Luxury Blue Tire Pressure Gauge,3,2021-06-29 14:35:00,94.18,10498,Brazil
INV504614,TOY0071,Nike Art Supplies,1,2021-04-08 15:13:00,119.27,11005,Australia
INV504615,KIT0249,Google Standard Blender,5,2020-04-19 14:43:00,217.23,10472,Canada
INV504616,BOO0033,Luxury Health Book,7,2022-10-04 12:45:00,37.36,11459,Norway
INV504617,AUT0267,LG Car Charger,41,2022-10-23 11:03:00,202.99,11809,Spain
INV504618,BOO0136,Amazon White Technology Book,6,2023-04-11 14:43:00,13.18,11902,Sweden
INV504619,AUT0468,Budget Orange Car Charger,8,2023-09-18 14:41:00,259.68,11639,Belgium
INV504620,HOM0342,Basic Red Plant Pot,33,2024-08-17 20:29:00,139.15,11679,Germany
INV504621,HOM0198,Panasonic Bed Frame,1,2020-04-20 13:21:00,666.56,11029,Germany
INV504622,FAS0436,Bosch Purple Sunglasses,7,2023-07-28 19:30:00,201.17,10138,Sweden
INV504623,OFF0218,IKEA XL Pen,5,2023-05-17 12:13:00,6.48,11335,Sweden
INV504624,TOY0213,Target Mini Art Supplies,20,2022-08-14 08:23:00,41.32,11983,Belgium
INV504625,HOM0055,Google Gold Pillow,7,2021-12-28 11:56:00,594.87,10842,Singapore
INV504626,HOM0410,Kitchenaid Pro Watering Can,1,2020-05-05 12:09:00,188.35,10515,Denmark
INV504627,SPO0351,Sony Purple Football,8,2021-05-27 15:45:00,106.06,10180,Sweden
INV504628,ELE0444,Luxury Gold Smartphone,1,2021-05-26 13:05:00,1077.69,10205,India
INV504629,OFF0295,Basic Shredder,9,2021-12-12 18:42:00,97.64,11294,France
INV504630,BOO0412,Philips Green Science Book,6,2023-07-08 09:15:00,17.53,10045,India
INV504631,KIT0163,Microsoft Plate Set,9,2021-10-16 08:34:00,17.66,10459,Norway
INV504632,FAS0321,Nike Compact Belt,4,2021-01-15 10:45:00,221.13,10180,Sweden
INV504633,BOO0257,Apple Science Book,8,2022-05-16 14:45:00,25.64,11153,Australia
INV504634,BOO0096,Generic Large Textbook,10,2023-11-17 19:03:00,13.24,10420,India
INV504635,OFF0143,Samsung Deluxe Marker,4,2023-01-27 09:00:00,82.11,11597,Canada
INV504636,BOO0021,Apple Mini Travel Guide,42,2023-06-14 09:47:00,37.63,10824,United States
INV504637,SPO0252,Professional Golf Club,6,2020-11-05 10:38:00,360.08,11687,Brazil
INV504638,TOY0271,IKEA Standard Baby Toy,8,2024-09-13 18:49:00,65.08,10167,France
INV504639,ELE0471,Standard Purple Monitor,7,2022-01-11 17:38:00,189.36,11707,India
INV504640,KIT0171,Adidas Toaster,8,2020-02-08 19:11:00,130.17,10043,Australia
INV504641,TOY0316,Samsung Compact Electronic Toy,2,2020-08-19 20:18:00,32.66,10720,France
INV504642,KIT0163,Microsoft Plate Set,42,2024-08-09 11:02:00,17.66,10442,Japan
INV504643,SPO0483,Apple Brown Swimming Goggles,8,2022-09-08 19:57:00,225.37,10640,Mexico
INV504644,TOY0369,Microsoft Baby Toy,4,2020-03-23 14:04:00,139.02,11520,Mexico
INV504645,SPO0305,Walmart Camping Tent,3,2020-08-10 14:35:00,165.56,10023,Italy
INV504646,TOY0234,Bosch Large Stuffed Animal,4,2024-08-12 15:07:00,133.56,11204,United States
INV504647,KIT0229,Walmart Measuring Cup,3,2020-03-30 12:15:00,84.68,10579,Germany
INV504648,KIT0313,Google Refrigerator,5,2021-05-24 20:05:00,146.24,10170,Mexico
INV504649,AUT0212,Professional Air Freshener,6,2022-03-26 08:11:00,212.34,10368,Belgium
INV504650,ELE0104,Panasonic Brown VR Headset,7,2021-12-29 13:32:00,503.57,10454,India
INV504651,BOO0215,Apple Science Book,5,2022-07-18 13:21:00,12.32,10046,Brazil
INV504652,BOO0077,Kitchenaid Magazine,3,2020-04-20 18:15:00,9.46,10693,Australia
INV504653,BOO0323,Walmart Poetry Book,1,2020-10-21 15:46:00,18.43,10830,Netherlands
INV504654,FAS0058,Bosch Sneakers,6,2024-03-12 18:59:00,29.95,10644,Netherlands
INV504655,OFF0282,Professional Purple Highlighter,7,2023-03-31 08:20:00,84.06,10895,Sweden
INV504656,AUT0490,IKEA Gold Car Vacuum,2,2020-12-30 09:44:00,122.97,10947,Singapore
INV504657,KIT0047,HP Mini Oven,8,2024-11-15 19:38:00,38.82,11071,Netherlands
INV504658,AUT0415,Adidas Ultra Car Phone Mount,4,2022-01-17 20:50:00,287.23,10415,Norway
INV504659,OFF0295,Basic Shredder,4,2020-02-04 18:55:00,97.64,10385,Italy
INV504660,AUT0140,Basic Car Vacuum,10,2023-12-06 13:05:00,117.76,10759,Netherlands
INV504661,HOM0446,Premium Green Decorative Item,8,2024-08-01 08:57:00,114.58,11784,France
INV504662,AUT0298,Adidas Car Vacuum,3,2024-10-28 09:45:00,118.99,10906,Spain
INV504663,HEA0117,HP Silver Vitamins,5,2020-12-27 14:43:00,82.78,11082,Singapore
INV504664,AUT0212,Professional Air Freshener,6,2023-07-10 18:21:00,212.34,10543,India
INV504665,HOM0057,Panasonic Silver Outdoor Furniture,3,2024-01-16 08:19:00,742.64,11514,Japan
INV504666,ELE0439,Bosch Gaming Console,2,2021-10-23 19:19:00,1897.04,10141,China
INV504667,AUT0259,Apple Green Jump Starter,6,2020-07-20 08:38:00,195.77,11115,United States
INV504668,AUT0098,Professional Jump Starter,6,2024-01-21 11:14:00,196.16,10454,India
INV504669,ELE0104,Panasonic Brown VR Headset,1,2021-10-08 15:45:00,503.57,10854,Netherlands
INV504670,TOY0189,Nike Purple Action Figure,4,2022-08-11 19:55:00,37.49,11582,India
INV504671,HEA0002,Premium Blue Supplements,9,2021-07-31 09:25:00,80.19,10109,France
INV504672,ELE0135,Nike Keyboard,8,2020-03-08 18:41:00,575.5,11580,Belgium
INV504673,HOM0050,Cuisinart Compact Sofa,1,2024-08-23 19:17:00,550.37,10301,France
INV504674,FAS0032,Panasonic Black Shoes,3,2021-11-29 19:44:00,60.67,10903,Belgium
INV504675,TOY0319,Adidas Mini Toy Car,4,2024-11-01 11:58:00,17.03,11790,Canada
INV504676,SPO0322,Luxury Blue Camping Tent,8,2020-07-08 15:41:00,231.45,11867,Denmark
INV504677,HOM0434,Sony Pink Plant Pot,7,2022-12-19 09:29:00,686.23,11722,Netherlands
INV504678,KIT0310,Nikon Utensil Set,1,2021-12-27 17:06:00,164.08,10776,Italy
INV504679,SPO0488,Microsoft Orange Running Shoes,10,2021-05-04 08:48:00,373.52,11011,Belgium
INV504680,OFF0036,Target Mini Pencil,32,2024-01-16 13:57:00,66.08,11437,Australia
INV504681,HEA0302,Dell Toothpaste,7,2023-05-27 20:35:00,104.62,11691,Sweden
INV504682,HEA0127,Walmart Hair Dryer,2,2022-09-26 17:13:00,79.13,10388,Canada
INV504683,AUT0193,Cuisinart Max Floor Mats,8,2020-02-27 16:38:00,167.82,11822,Germany
INV504684,KIT0419,Microsoft Mini Microwave,5,2020-03-29 14:22:00,380.35,11462,United States
INV504685,HEA0368,Dell Standard Makeup,5,2024-11-16 13:52:00,84.01,11443,Germany
INV504686,HOM0379,Panasonic Blue Pillow,4,2024-09-18 13:29:00,250.37,10306,China
INV504687,HOM0340,Nikon Large Blanket,7,2024-11-06 13:00:00,697.59,10044,Italy
INV504688,KIT0134,Panasonic Pro Bowl Set,1,2022-08-18 16:56:00,219.27,11181,South Korea
INV504689,SPO0165,Google Pink Fishing Rod,3,2022-07-10 09:37:00,143.22,11328,India
INV504690,HEA0420,Samsung Red Conditioner,1,2024-04-05 10:59:00,10.43,11356,Singapore
INV504691,TOY0324,Basic Red Electronic Toy,2,2020-09-05 16:27:00,170.18,11701,Brazil
INV504692,OFF0441,Cuisinart Green Pencil,2,2020-02-24 17:56:00,28.51,11050,Canada
INV504693,AUT0404,Premium XL Jump Starter,1,2023-04-18 18:04:00,151.93,11924,Netherlands
INV504694,OFF0143,Samsung Deluxe Marker,1,2024-07-26 16:04:00,82.11,11208,Germany
INV504695,AUT0240,Adidas Orange Car Accessories,4,2020-10-05 15:44:00,122.11,11339,Denmark
INV504696,HOM0342,Basic Red Plant Pot,1,2021-12-06 20:42:00,139.15,10832,Belgium
INV504697,SPO0354,Budget Fitness Tracker,8,2024-08-13 15:54:00,90.33,11366,Mexico
INV504698,SPO0402,Basic Red Hiking Boots,5,2023-10-06 17:29:00,184.29,11016,Norway
INV504699,SPO0358,Microsoft Black Dumbbell,3,2024-12-09 09:06:00,245.72,10275,India
INV504700,HEA0172,Budget Black Makeup,10,2022-04-01 12:27:00,92.48,11154,Norway
INV504701,ELE0494,Bosch Pro Cable,4,2023-07-25 13:38:00,893.21,10058,France
INV504702,HOM0200,Budget Outdoor Furniture,10,2023-11-05 09:37:00,772.81,10742,Norway
INV504703,AUT0086,Sony Blue Car Charger,6,2024-11-07 09:13:00,118.4,11675,Spain
INV504704,ELE0206,Nike Keyboard,10,2024-02-21 18:29:00,1764.69,10755,United Kingdom
INV504705,BOO0145,Budget Gold History Book,10,2020-12-23 13:02:00,29.01,11633,Netherlands
INV504706,HEA0254,Bosch Silver Foundation,7,2022-08-14 19:17:00,145.01,10100,Japan
INV504707,AUT0415,Adidas Ultra Car Phone Mount,7,2023-08-01 15:12:00,287.23,11801,Italy
INV504708,OFF0278,Amazon Mini Eraser,3,2024-02-05 09:31:00,20.88,10744,Italy
INV504709,HEA0255,Premium Black Vitamins,8,2021-07-31 15:28:00,86.33,11489,Denmark
INV504710,HEA0123,Budget Mini Cleanser,10,2023-06-29 18:43:00,24.06,11244,Denmark
INV504711,KIT0171,Adidas Toaster,5,2021-03-18 16:15:00,130.17,11936,Spain
INV504712,HOM0198,Panasonic Bed Frame,10,2022-08-19 20:07:00,666.56,10764,Denmark
INV504713,HEA0180,Apple Black Perfume,1,2024-09-21 09:39:00,37.87,10364,Spain
INV504714,FAS0032,Panasonic Black Shoes,5,2022-05-22 18:36:00,60.67,10410,United States
INV504715,BOO0077,Kitchenaid Magazine,8,2020-08-17 17:05:00,9.46,10253,France
INV504716,FAS0216,Google Orange Dress,46,2021-01-22 11:23:00,68.51,11165,Germany
INV504717,KIT0348,Microsoft Pro Food Processor,2,2021-05-17 20:35:00,307.65,10490,France
INV504718,HOM0286,Target Brown Storage Box,6,2023-08-06 14:33:00,169.58,10980,Japan
INV504719,FAS0264,Target Compact Belt,8,2022-02-04 11:15:00,131.96,10272,Belgium
INV504720,ELE0432,Cuisinart Pink Cable,7,2023-11-13 10:03:00,1646.23,10675,United Kingdom
INV504721,TOY0307,Samsung Purple Educational Toy,9,2022-10-02 12:30:00,121.51,10279,France
INV504722,AUT0064,Apple Ultra Tire Pressure Gauge,9,2020-11-18 14:37:00,151.66,11033,Belgium
INV504723,AUT0341,Luxury Blue Tire Pressure Gauge,5,2024-03-07 13:07:00,94.18,11751,Canada
INV504724,BOO0119,Apple Gold Technology Book,3,2024-06-27 10:08:00,9.98,10926,China
INV504725,BOO0114,LG Red Self-Help Book,8,2022-11-11 14:21:00,24.39,11186,India
INV504726,BOO0478,Philips Cookbook,4,2023-03-08 18:17:00,39.47,11855,Netherlands
INV504727,BOO0370,IKEA Purple Health Book,8,2022-02-03 20:41:00,18.92,11405,Japan
INV504728,OFF0029,Samsung Scissors,8,2023-11-19 18:31:00,80.09,11328,India
INV504729,HEA0248,Standard Compact Shampoo,10,2020-06-10 15:19:00,146.89,11485,Germany
INV504730,SPO0038,Nike Dumbbell,29,2021-03-09 12:41:00,301.42,10418,Netherlands
INV504731,HOM0106,Amazon Desk,9,2023-11-25 09:04:00,309.46,10654,Italy
INV504732,ELE0170,Microsoft Mini Keyboard,1,2024-10-21 17:09:00,1380.99,11413,France
INV504733,BOO0496,Philips Red Textbook,1,2023-06-21 12:32:00,36.19,11844,Singapore
INV504734,OFF0376,Samsung Black Marker,7,2023-04-26 19:54:00,44.17,10071,Spain
INV504735,SPO0231,Basic Blue Fishing Rod,7,2021-01-16 17:16:00,209.59,10765,Netherlands
INV504736,AUT0103,Nike Premium Jump Starter,7,2023-01-02 14:56:00,69.2,10404,Canada
INV504737,SPO0405,IKEA Standard Bicycle,1,2024-07-09 16:34:00,124.57,11694,Brazil
INV504738,KIT0167,Nikon Mixer,10,2024-04-03 12:14:00,244.71,10646,Belgium
INV504739,SPO0473,Dell Deluxe Sleeping Bag,5,2021-06-28 20:06:00,327.9,11586,Sweden
INV504740,ELE0403,Adidas Standard Smart Watch,1,2021-09-06 10:54:00,496.55,10124,Singapore
INV504741,ELE0400,Philips Red Router,8,2021-06-17 17:12:00,613.85,10997,Netherlands
INV504742,OFF0143,Samsung Deluxe Marker,3,2020-08-22 08:06:00,82.11,10715,Germany
INV504743,FAS0269,Target Dress,9,2023-01-22 18:39:00,280.76,11743,Japan
INV504744,KIT0313,Google Refrigerator,10,2023-08-06 09:13:00,146.24,10852,Spain
INV504745,HOM0080,Panasonic Wardrobe,10,2021-05-17 13:28:00,222.6,11965,India
INV504746,OFF0489,Nike Gray Notebook,9,2021-09-20 20:32:00,52.06,11989,United States
INV504747,OFF0325,Apple Marker,2,2021-10-27 19:31:00,82.89,11819,Singapore
INV504748,ELE0438,Google Gray Speaker,8,2022-01-26 14:03:00,1849.87,10077,Italy
INV504749,BOO0048,Professional Pink Biography,7,2021-08-09 18:10:00,36.52,11317,Singapore
INV504750,BOO0096,Generic Large Textbook,6,2021-10-24 12:26:00,13.24,10788,France
INV504751,HEA0002,Premium Blue Supplements,17,2024-08-27 11:21:00,80.19,10334,India
INV504752,KIT0129,Google Red Mixer,10,2023-12-23 19:10:00,353.56,11453,Germany
INV504753,HOM0340,Nikon Large Blanket,5,2020-01-09 15:53:00,697.59,10296,Australia
INV504754,ELE0043,Basic Green Hard Drive,4,2023-09-26 12:14:00,1635.97,11762,Singapore
INV504755,HOM0198,Panasonic Bed Frame,1,2024-06-29 17:59:00,666.56,10566,Netherlands
INV504756,HEA0427,Cuisinart Gray Body Lotion,40,2023-11-04 08:46:00,31.87,10698,South Korea
INV504757,BOO0026,Amazon Mini Language Learning,4,2023-03-14 16:54:00,38.26,11356,Singapore
INV504758,FAS0027,Panasonic XL Sneakers,6,2020-08-09 14:12:00,296.26,10158,Norway
INV504759,OFF0069,Premium Deluxe Hole Punch,2,2024-02-24 10:00:00,14.16,10691,Mexico
INV504760,FAS0088,Amazon Red Hat,2,2022-09-25 13:25:00,238.08,11870,Italy
INV504761,ELE0197,Nikon Green Webcam,10,2021-11-22 14:16:00,603.5,10138,Sweden
INV504762,KIT0425,IKEA Toaster,6,2021-07-06 09:12:00,480.32,11361,Canada
INV504763,AUT0346,Kitchenaid Large Car Charger,7,2022-01-06 19:51:00,92.69,10448,Norway
INV504764,HOM0072,Cuisinart Chair,10,2024-06-26 09:21:00,608.63,10026,China
INV504765,BOO0221,Premium Gray Biography,6,2023-02-04 09:28:00,23.33,11854,South Korea
INV504766,OFF0314,IKEA Compact Pencil,6,2024-01-28 15:35:00,68.85,11325,India
INV504767,OFF0290,Nike Marker,6,2020-12-29 19:51:00,27.68,10350,Australia
INV504768,KIT0304,Panasonic Compact Oven,2,2024-07-25 17:55:00,302.2,10623,Spain
INV504769,OFF0330,Dell Green Highlighter,5,2020-11-23 17:37:00,59.18,10238,China
INV504770,TOY0312,Amazon Mini Art Supplies,2,2021-08-17 09:18:00,63.89,11865,Spain
INV504771,TOY0385,Microsoft Compact Card Game,9,2022-01-11 19:45:00,28.25,10015,Germany
INV504772,OFF0462,Bosch Highlighter,4,2023-04-03 09:18:00,39.49,10813,Canada
INV504773,BOO0087,Adidas Pink Art Book,3,2020-01-12 09:53:00,17.31,11751,Canada
INV504774,FAS0421,Luxury Deluxe Gloves,2,2022-07-11 12:56:00,254.59,10333,United Kingdom
INV504775,ELE0078,Samsung Gaming Console,9,2023-08-17 12:44:00,613.42,10088,Spain
INV504776,HOM0224,Sony Blue Storage Box,9,2022-11-17 16:25:00,763.43,10630,Italy
INV504777,BOO0187,Standard Blue Art Book,9,2020-05-31 19:34:00,40.5,10826,Sweden
INV504778,HEA0238,Philips Cleanser,10,2020-09-12 11:42:00,131.95,10301,France
INV504779,HOM0235,IKEA Brown Lamp,6,2023-05-27 09:58:00,690.73,10790,United States
INV504780,OFF0160,Canon Whiteboard,50,2023-03-27 09:58:00,71.14,10853,Canada
INV504781,AUT0161,Budget Car Phone Mount,3,2024-01-13 09:35:00,271.03,11980,Australia
INV504782,FAS0014,Apple XL Boots,2,2021-01-25 08:33:00,153.28,11341,South Korea
INV504783,SPO0452,Walmart Standard Tennis Racket,2,2022-01-05 14:53:00,66.5,10645,Australia
INV504784,HEA0274,Nikon Pro Skincare Cream,4,2021-08-16 10:34:00,46.12,11798,Mexico
INV504785,SPO0479,Basic Pink Swimming Goggles,1,2024-01-29 10:09:00,259.53,10514,Belgium
INV504786,TOY0372,HP Musical Instrument,5,2022-03-19 10:25:00,11.58,11806,Canada
INV504787,HEA0427,Cuisinart Gray Body Lotion,4,2024-05-17 10:00:00,31.87,10977,Australia
INV504788,AUT0161,Budget Car Phone Mount,5,2020-11-21 11:34:00,271.03,10286,South Korea
INV504789,HOM0226,Kitchenaid Premium Desk,8,2022-08-28 14:01:00,529.83,10869,United Kingdom
INV504790,HOM0396,Budget Green Bed Frame,4,2023-08-27 18:59:00,198.25,10637,Brazil
INV504791,SPO0339,Target Hiking Boots,9,2022-10-07 18:45:00,211.71,11354,Canada
INV504792,HEA0461,Professional White Moisturizer,7,2022-08-20 12:03:00,45.47,11864,Japan
INV504793,BOO0277,Professional Gray Comic Book,8,2022-09-23 10:04:00,20.08,11990,Japan
INV504794,TOY0230,Standard Doll,3,2024-06-13 12:53:00,155.6,10082,United Kingdom
INV504795,FAS0027,Panasonic XL Sneakers,4,2023-12-02 08:56:00,296.26,11410,Sweden
INV504796,BOO0190,Microsoft Brown Biography,1,2023-11-09 18:52:00,19.37,11621,Brazil
INV504797,TOY0387,Panasonic Compact Musical Instrument,8,2020-10-23 12:51:00,97.64,11647,Denmark
INV504798,BOO0412,Philips Green Science Book,32,2021-07-20 10:27:00,17.53,10947,Singapore
INV504799,AUT0149,Apple Car Vacuum,7,2024-03-05 20:42:00,93.13,10710,Netherlands
INV504800,KIT0304,Panasonic Compact Oven,10,2020-12-30 15:54:00,302.2,11090,South Korea
INV504801,AUT0386,Premium Standard Floor Mats,4,2023-04-04 16:20:00,218.09,10890,Netherlands
INV504802,HOM0095,IKEA White Outdoor Furniture,2,2024-07-06 16:10:00,736.79,11433,United States
